Nummer;Spalte;Modell;Intervall;Wahrscheinlichkeit
5.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
5.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
5.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
5.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
5.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
5.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
5.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
5.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
5.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
5.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
5.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
5.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
5.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
5.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
6.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
6.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
6.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
6.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
6.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
6.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
6.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
6.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
6.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
6.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
6.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
6.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
6.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
6.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
6.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
6.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
6.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
6.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
6.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
6.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
6.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
6.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
6.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
6.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
6.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
6.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
6.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
6.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
6.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
6.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
6.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
6.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
7.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
7.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
7.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
7.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
7.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
7.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
7.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
7.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
7.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
7.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
7.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
7.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
7.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
7.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
7.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
7.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
7.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
7.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
7.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
7.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
7.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
7.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
7.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
7.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
7.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
7.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
7.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
7.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
7.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
7.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
7.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
7.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
8.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
8.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
8.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
8.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
8.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
8.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
8.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
8.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
8.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
8.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
8.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
8.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
8.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
8.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
8.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
8.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
8.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
8.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
8.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
8.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
8.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
8.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
8.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
8.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
8.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
8.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
8.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
8.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
8.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
8.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
8.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
8.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
9.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
9.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
9.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
9.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
9.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
9.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
9.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
9.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
9.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
9.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
9.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
9.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
9.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
9.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
9.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
9.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
9.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
9.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
9.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
9.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
9.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
9.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
9.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
9.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
9.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
9.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
9.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
9.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
9.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
9.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
9.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
9.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
10.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
10.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
10.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
10.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
10.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
10.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
10.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
10.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
10.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
