Nummer;Spalte;Modell;Intervall;Wahrscheinlichkeit
10.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
10.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
10.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
10.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
10.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
10.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
10.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
10.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
10.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
10.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
10.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
10.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
10.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
10.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
10.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
10.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
10.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
10.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
10.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
10.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
10.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
10.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
10.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
11.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
11.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
11.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
11.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
11.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
11.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
11.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
11.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
11.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
11.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
11.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
11.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
11.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
11.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
11.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
11.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
11.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
11.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
11.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
11.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
11.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
11.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
11.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
11.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
11.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
11.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
11.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
11.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
11.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
11.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
11.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
11.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
12.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
12.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
12.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
12.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
12.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
12.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
12.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
12.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
12.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
12.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
12.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
12.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
12.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
12.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
12.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
12.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
12.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
12.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
12.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
12.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
12.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
12.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
12.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
12.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
12.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
12.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
12.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
12.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
12.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
12.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
12.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
12.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
13.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
13.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
13.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
13.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
13.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
13.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
13.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
13.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
13.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
13.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
13.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
13.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
13.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
13.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
13.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
13.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
13.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
13.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
13.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
13.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
13.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
13.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
13.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
13.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
13.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
13.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
13.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
13.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
13.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
13.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
13.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
13.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
14.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
14.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
14.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
14.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
14.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
14.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
14.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
14.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
14.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
14.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
14.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
14.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
14.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
14.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
14.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
14.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
14.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
14.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
14.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
14.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
14.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
14.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
14.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
14.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
14.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
14.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
14.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
14.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
14.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
14.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
14.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
14.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
15.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
