Nummer;Spalte;Intervall;Wahrscheinlichkeit_Mittel
16.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
17.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
17.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
17.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
17.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
17.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
17.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
17.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
17.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
17.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
17.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
18.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
18.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
18.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
18.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
18.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
18.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
18.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
18.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
18.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
18.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
19.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
19.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
19.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
19.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
19.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
19.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
19.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
19.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
19.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
19.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
20.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
20.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
20.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
20.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
20.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
20.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
20.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
20.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
20.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
20.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
21.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
21.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
21.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
21.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
21.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
21.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
21.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
21.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
21.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
21.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
21.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
21.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
21.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
21.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
21.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
21.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
21.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
21.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
21.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
21.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
22.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
22.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
22.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
22.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
22.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
22.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
22.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
22.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
22.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
22.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
22.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
22.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
22.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
22.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
22.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
22.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
22.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
22.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
22.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
22.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
23.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
23.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
23.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
23.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
23.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
23.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
23.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
23.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
23.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
23.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
23.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
23.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
23.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
23.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
23.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
23.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
23.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
23.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
23.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
23.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
24.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
24.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
24.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
24.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
24.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
24.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
24.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
24.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
24.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
24.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
24.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
24.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
24.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
24.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
24.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
24.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
24.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
24.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
24.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
24.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
25.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
25.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
25.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
25.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
25.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
25.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
25.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
25.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
25.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
25.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
25.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
25.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
25.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
25.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
25.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
25.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
25.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
25.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
25.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
25.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
26.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
26.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
26.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
26.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
26.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
26.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
26.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
26.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
26.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
26.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
26.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
26.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
26.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
26.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
26.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
26.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
26.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
26.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
26.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
26.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
27.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
27.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
27.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
27.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
27.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
27.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
27.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
27.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
27.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
27.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
27.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
27.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
27.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
27.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
27.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
27.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
27.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
27.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
27.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
27.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
28.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
28.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
28.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
28.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
28.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
28.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
28.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
28.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
28.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
28.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
28.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
28.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
28.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
28.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
28.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
28.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
28.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
28.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
28.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
28.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
29.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
29.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
29.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
29.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
29.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
29.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
29.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
29.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
29.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
29.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
29.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
29.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
29.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
29.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
29.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
29.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
29.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
29.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
29.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
29.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
30.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
30.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
30.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
30.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
30.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
30.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
30.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
30.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
30.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
30.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
30.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
30.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
30.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
30.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
30.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
30.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
30.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
30.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
30.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
30.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
31.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
31.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
31.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
31.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
31.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
31.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
31.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
31.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
31.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
31.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
31.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
31.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
31.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
31.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
31.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
31.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
31.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
31.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
31.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
31.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
32.0;Gesetzlich_bis_Beh_Wartezeit_mean;0-4 Wochen;0.12645180469369552
32.0;Gesetzlich_bis_Beh_Wartezeit_mean;4-8 Wochen;0.1790909106389148
32.0;Gesetzlich_bis_Beh_Wartezeit_mean;8-12 Wochen;0.16142277867091903
32.0;Gesetzlich_bis_Beh_Wartezeit_mean;12-16 Wochen;0.13343107199128482
32.0;Gesetzlich_bis_Beh_Wartezeit_mean;16-45 Wochen;0.34861898918486506
32.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;0-4 Wochen;0.5207366828012456
32.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;4-8 Wochen;0.191908903888612
32.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;8-12 Wochen;0.10276719359061182
32.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;12-16 Wochen;0.06055611582781595
32.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;16-45 Wochen;0.10559642819757502
32.0;Vorgespräch_bis_Beh_mean;0-4 Wochen;0.3210534955945726
32.0;Vorgespräch_bis_Beh_mean;4-8 Wochen;0.322519019644758
32.0;Vorgespräch_bis_Beh_mean;8-12 Wochen;0.18396033183274227
32.0;Vorgespräch_bis_Beh_mean;12-16 Wochen;0.09019215771873586
32.0;Vorgespräch_bis_Beh_mean;16-45 Wochen;0.07898228446651338
32.0;Privat_Wartezeit_mean;0-4 Wochen;0.6627996745096001
32.0;Privat_Wartezeit_mean;4-8 Wochen;0.1612632556514287
32.0;Privat_Wartezeit_mean;8-12 Wochen;0.07371394717864181
32.0;Privat_Wartezeit_mean;12-16 Wochen;0.039301080064097195
32.0;Privat_Wartezeit_mean;16-45 Wochen;0.05816574799738058
